id,wikidata
n-va,Q28982
mr,Q533384
ps,Q645787
cd&v,Q750673
open_vld,Q1160192
sp.a,Q939354
ecolo/groen,Q513521
cdh,Q840814
vlaams_belang,Q682990
ptb-go!,Q925616
fdf,Q1470087
parti_populaire,Q929882
