id,wikidata
javnaðarflokkurin,Q856027
fólkaflokkurin,Q932342
sambandsflokkurin,Q932400
tjóðveldisflokkurin,Q932400
tjóðveldi,Q750962
miðflokkurin,Q728693
sjálvstýrisflokkurin,Q932374
framsókn,Q591023
kristiligi_fólkaflokkurin,Q1814426
verkamannafylkingin,Q10996859
