id,name,start_date,end_date,source
1990,Løgting 1990–1994,1990,1994,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1990-94
1994,Løgting 1994–1998,1994,1998,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1994-98
1998,Løgting 1998–2002,1998,2002,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_1998%E2%80%932002
2002,Løgting 2002–2004,2002,2004,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2002-2004
2004,Løgting 2004–2008,2004,2008-01-19,https://fo.wikipedia.org/wiki/Løgtingslimir_í_Føroyum_2004-2008
2008,Løgting 2008–2011,2008-01-19,2011-10-29,https://fo.wikipedia.org/wiki/Løgtingslimir_í_Føroyum_2008–2011
2011,Løgting 2011–2015,2011-10-29,2015-09-01,https://fo.wikipedia.org/wiki/Løgtingslimir_í_Føroyum_2011–2015
2015,Løgting 2015–,2015-09-01,,https://da.wikipedia.org/wiki/Færøske_lagtingsmedlemmer_2015-2019
