id,wikidata
1,Q197864
21,Q1629486
4,Q327591
2,Q847914
8,Q339183
5,Q8794
9,Q3179082
6,Q1641259
7,Q1114939
10,Q506107
13,Q5439493
15,Q388554
18,Q6025217
