id,wikidata
democratic_party,Q845743
pd,Q845743
ps,Q642882
socialist_party,Q642882
socialist_movement_for_integration,Q1123814
lsi,Q1123814
pdiu,Q3301730
pr,Q1838820
republican_party,Q1838820
independent,Q327591
new_democratic_spirit,Q7006952
unity_for_human_rights_party,Q1788029
pbdnj,Q1788029
