id,wikidata
chama_cha_mapinduzi,Q652091
ccm,Q652091
chadema,Q508898
chama_cha_demokrasia_na_maendeleo,Q508898
cuf,Q1094460
tanzania_labour_party,Q3357886
united_democratic_party,Q3357902
national_convention_for_construction_and_reform–mageuzi,Q6971840
act,Q18161932
nccr-mageuzi,Q6971840
