id,wikidata
demokratska-partija-socijalista,Q648211
demokratski-front,Q347411
socijalisticka-narodna-partija,Q2711827
socijaldemokratska-partija-crne-gore,Q2713129
pozitivna-crna-gora,Q3862307
bosnjacka-stranka,Q4947380
liberalna-partija,Q1266892
forca,Q4800
hrvatska-gradanska-inicijativa,Q5187103
