id,uuid
19611128,34884726-ced0-4ffa-a25f-0fc652b84cb8
19651105,923c67ef-48d0-4f2c-9cd6-9614ef5a8694
19421165,6a67dd39-939b-4d0f-b37e-2f33ddea371e
19451101,92a067d5-0e14-4762-b8b1-4ebd52038837
19491129,af13b147-4e36-48f7-9ea1-1332e1f895e1
1964213,507afc48-5229-4b65-8f90-2a054eaf395b
19631115,2003be9a-3978-41f3-8acc-5734c7a0c435
1958170,520046ab-41ef-4c5e-a0c1-0c682e6eac0f
19551146,0aa78d6e-3bb7-4842-a292-de0f03ee5ecc
19611113,6afe8d58-53a3-40e6-ba99-e56abdb8e2ed
1965162,102cd750-d6c1-45cd-845e-89bd7a5d7fae
1964183,22353b24-beb9-447e-b608-3ac0700d8bf6
19481129,46da0a18-a81c-472d-ae6c-fd54c1aac2ea
1964210,ff63f924-20ec-45c1-aa44-6b06dba2ad57
19591127,2d535c2d-dd7c-429c-a56c-0681cfb4c65f
19571117,b234dca1-09f5-4723-81dc-1fff3489f134
1951184,a7062ea9-c42e-45e0-885d-06c5770ef125
19601160,99146842-4aeb-4bea-9023-aff8c1f4320c
hong-chul-ho,1359d28c-3866-4e49-ab36-88a1cdb36595
19591125,085150b5-f51b-4f3b-92ac-0d99247c76c0
1964171,ef3db22a-e27f-4413-9aa2-1409686a109d
19621122,1ce73eeb-4899-4209-a7f0-d9c63d72e5eb
19601167,d5bf72b2-9751-4da0-b06e-43e32b1ebf14
1964154,eae4aa14-ebb7-4142-be69-7072e813aadf
19421164,b5bab9bc-6381-409d-b127-564680235775
19531120,66754d8a-acd1-46a9-aa99-33f1a762df7f
19551112,6efa5adf-a484-4af6-a6aa-ccaea92735a5
19521149,fe6ce18b-2c31-44ac-bb36-526251696a71
19461111,a890729e-e64b-4134-9069-a16d984a1984
19581127,e9461dbd-9622-4ea0-9105-4da99577fa93
19601157,eaed7461-ce4c-426b-955a-8ffaf800b430
195928,9e041544-993b-4740-b9ef-4c964a205867
19551119,4e1154f7-a73e-4724-89e6-a238f9bd95bf
19621100,431b2f43-e83d-480a-a633-c417f2c0b7c7
196916,ab9ac224-aa35-437d-bea9-1dd0230eafbe
19481132,33c038d0-3365-4c74-aa69-a4b0bdeca6da
198113,4cbd4e13-292f-4e61-b0b3-3e50b1259c85
19521133,e4216d0e-65b5-4b6c-8264-87e19872afc5
1966174,89de8d35-5fae-43f4-a638-b98dda64861a
1957139,86851b1c-7c63-4eb5-879c-0ae3d0550c84
1964174,92e16827-33f0-4e5f-b4af-a30cfcfdb6f1
19581130,687ed837-f86c-4890-bca7-a8dcb204a037
19551151,3067d469-3114-4636-88b7-1bf6d9352e73
1964179,5daa3763-fc59-4db1-8e1a-a3260bdafc65
1951151,94aa2aec-d9ea-44d4-9400-abbceccc8aa0
1966166,479c473e-b950-4193-b5f2-59037f0f2481
1973110,a1c100c2-4a2e-432b-b015-d08b79ee7a72
1963196,50617e06-afe8-4d0b-8053-f0c71e90c76a
1954213,05dc2948-e639-4ad3-988a-13b0b799219f
19521138,368aaa4b-829b-4a90-865b-ce96ede4f79f
1964191,a687b5c4-bfef-45dc-9489-8958a0483063
19541122,d63f2bd7-bbcb-4696-a04e-98c328c0351b
1958193,5f1165c3-69e0-41a9-807e-ab859456e83f
1972113,4a0bb2a7-5426-4cc1-b83d-164b3b917c20
1966172,9b8600e4-0227-47a2-8ae7-5264497800ff
19551138,90293b0f-85d2-440a-93dc-35bef7a98fd0
1967149,7093379d-c851-4bf8-be9c-5507cff2ae52
kim-young-joo,501121c5-07e7-4d2f-b210-56e44d4482a1
19551102,7be86e0c-11e2-40da-b348-2eac881406a6
1970125,b503f377-6f10-4225-8ca1-916e7415f34b
19521151,fa2e3758-cec5-4ff1-ab05-fa26d8fe78b3
1968136,da6c6a72-cb95-4fef-bb21-2e77fdd9d3e8
19551144,c4d0a75d-b5ff-468c-b9fd-3e9864eaab2e
1966170,99fb624c-bddb-43b1-a403-d3e8d4951123
194526,59a2cf01-b8e5-4427-85ae-95501e966426
19561133,64b04228-d3aa-46ee-8ed7-9adb40597418
19611132,f325bb02-9196-4ed2-8086-75be8193c52c
1964196,7608ffb7-8a64-4052-b514-5933c2dca66e
19511112,59047870-fe7e-491b-a748-11b37916b2bb
kim-jung-hoon,ed94d200-af3b-442e-b373-cc07e1dcd35d
1963211,618f048c-93fc-4e02-990a-ec7fa7e1f1de
kim-je-sik,b779d99a-c1b3-4bdd-838b-62b2f158182d
19491120,f3889af4-9699-41fb-8155-5c4df72779e8
19521114,277281d5-944c-4623-8e7a-7182621632e9
19531121,193758b3-add2-40b0-973e-0b946cac5ceb
