id,wikidata
independence_party,Q218303
social_democratic_alliance,Q1141127
progressive_party,Q1046777
left-green_movement,Q1130754
liberal_party,Q1421878
people's_alliance,Q2165306
bright_future,Q5019160
social_democratic_party,Q1753703
pirate_party,Q198403
national_awakening,Q1166996
independent,Q327591
women's_list,Q1451591
citizens'_movement,Q747640
solidarity,Q14475929
