id,name__fr,name__en,name__es,name__nl,name__sco,name__de,name__hu,name,wikipedia__en,wikipedia__es,wikipedia__fr,gender,birth_date,original_wikiname
Q3195401,Kerai Mariur,Kerai Mariur,Kerai Mariur,Kerai Mariur,Kerai Mariur,Kerai Mariur,Kerai Mariur,Kerai Mariur,Kerai Mariur,Kerai Mariur,Kerai Mariur,male,1951-06-04,Kerai Mariur
