id,wikidata
Тадбиркорлар_ва_ишбилармонлар_ҳаракати_–_Ўзбекистон_Либерал-Демократик_партиясининг_фракцияси,Q1146334
Ўзбекистон_«Миллий_тикланиш»_демократик_партиясининг_фракцияси,Q7076484
Ўзбекистон_Халқ_демократик_партиясининг_фракцияси,Q1029663
Ўзбекистон_«Адолат»_социал-демократик_партиясининг_фракцияси,Q6317086
Ўзбекистон_экологик_ҳаракати_депутатлар_гуруҳи,Q12829629
