id,name,position,start_date,end_date
2555bb98-9e10-451d-8b5d-86c2ca2b43f3,Allan Bell,Chief Minister of the Isle of Man,,
4cb02cea-877c-43f6-b030-7193a76148c7,Stephen Rodan SHK,Speaker of the House of Keys,,
