id,wikidata
YAP,Q876402
IND,Q327591
VHP,Q1021186
AVP,Q1956023
DİP,Q289893
BAXCP,Q7997515
VBP,Q7997515
ƏP,Q6317041
BQP,Q5599720
ÜP,Q696254
ASRP,Q4832397
