id,wikidata
VVD,Q239333
PvdA,Q275441
SP,Q849580
CDA,Q273749
D66,Q747910
PVV,Q332739
CU,Q239539
GL,Q667680
PvdD,Q663535
SGP,Q60172
GrBvK,Q16481658
GrKÖ,Q18655535
50PLUS,Q59574
