id,wikidata
hm_horizon_monaco,Q19604424
udm_union_des_monégasques,Q2053150
r&e_rassemblement_et_enjeux,Q3929414
pfm_(promotion_de_la_famille_monégasque),Q3923911
um_union_monégasque,Q2053150
unam_union_nationale_pour_l'avenir_de_monaco_upm_(union_pour_monaco),Q4005613
rpm_(rassemblement_pour_monaco),Q3929414
up_union_pour_la_principauté_upm_(union_pour_monaco),Q4005611
r_renaissance,Q18619469
