id,wikidata
rpm,Q3419939
adema,Q2838240
urd,Q3550438
fare,Q17012038
codem,Q2996380
ind,Q327591
sadi,Q3489436
adp-maliba,Q17108709
asma,Q16965545
parena,Q3366626
pdes,Q16976628
mpr,Q958794
cnid,Q2993172
miria,Q3326779
cds,Q2996342
prvm,Q16920494
um-rda,Q16948373
udd,Q3550430
yelema,Q16938382
