id,wikidata
PRI,Q682969
PAN,Q851087
PRD,Q767010
PVE,Q383718
MORENA,Q15717618
MC,Q10920094
PANAL,Q2080372
PT,Q540320
PES,Q6064040
_IND,Q327591
