id,wikidata
partito_democratico,Q47729
forza_italia_-_il_popolo_della_libertà_-_berlusconi_presidente,Q14924303
movimento_5_stelle,Q47817
area_popolare_(ncd-udc),Q18844195
gruppo_misto,Q3117887
gruppo_per_le_autonomie-psi,Q12857400
alleanza_liberalpopolare-autonomie,Q20744433
grandi_autonomie_e_libertà,Q8011050
lega_nord_e_autonomie,Q47750
conservatori_e_riformisti,Q20730633
scelta_civica_per_l'italia,Q2792033
popolo_della_libertà,Q47720
