id,wikidata
indonesian_democratic_party_of_struggle_faction,Q1186306
golkar_party_faction,Q1536552
great_indonesia_movement_party_faction,Q4261459
democrat_party_faction,Q1186227
national_awakening_party_faction,Q1257317
national_mandate_party_faction,Q2434365
prosperous_justice_party_faction,Q1511101
united_development_party_faction,Q2669302
national_democrat_party_faction,Q4207219
people’s_conscience_party_faction,Q4262041
