name,twitter,area,source,id
Mike Sullivan,@MikeSullivanMP,York South—Weston,http://politwitter.ca/user/MikeSullivanMP,@MikeSullivanMP
Mike Wallace,@MikeWallaceMP,Burlington,http://politwitter.ca/user/MikeWallaceMP,@MikeWallaceMP
Rona Ambrose,@MinRonaAmbrose,Edmonton—Spruce Gr,http://politwitter.ca/user/MinRonaAmbrose,@MinRonaAmbrose
Steven Blaney,@MinStevenBlaney,Lévis—Bellechasse,http://politwitter.ca/user/MinStevenBlaney,@MinStevenBlaney
Tim Uppal,@MinTimUppal,Edmonton—Sherwood ,http://politwitter.ca/user/MinTimUppal,@MinTimUppal
Bernard Valcourt,@Min_BValcourt,Madawaska—Restigou,http://politwitter.ca/user/Min_BValcourt,@Min_BValcourt
Christine Moore,@MooreNpd,Abitibi—Témiscami,http://politwitter.ca/user/MooreNpd,@MooreNpd
Massimo Pacetti,@MountainManMP,Saint-Léonard—Sai,http://politwitter.ca/user/MountainManMP,@MountainManMP
Murray Rankin,@MurrayRankin,Victoria,http://politwitter.ca/user/MurrayRankin,@MurrayRankin
Mylène Freeman,@MyleneFreeman,Argenteuil—Papinea,http://politwitter.ca/user/MyleneFreeman,@MyleneFreeman
Devinder Shory,@NortheastShory,Calgary Northeast,http://politwitter.ca/user/NortheastShory,@NortheastShory
Pierre Jacob,@PJacobNPD,Brome—Missisquoi,http://politwitter.ca/user/PJacobNPD,@PJacobNPD
Pierre-Luc Dusseault,@PLDusseault,Sherbrooke,http://politwitter.ca/user/PLDusseault,@PLDusseault
Parm Gill,@ParmGill,Brampton—Springdal,http://politwitter.ca/user/ParmGill,@ParmGill
Pat Martin,@PatMartinMP,Winnipeg Centre,http://politwitter.ca/user/PatMartinMP,@PatMartinMP
Paul Calandra,@PaulCalandra,Oak Ridges—Markham,http://politwitter.ca/user/PaulCalandra,@PaulCalandra
Paul Dewar,@PaulDewar,Frontenac,http://politwitter.ca/user/PaulDewar,@PaulDewar
