id,wikidata
fuerza_popular,Q1472820
nacionalista_gana_perÚ,Q669307
perÚ_posible,Q1420702
concertaciÓn_parlamentaria,Q16491345
acciÓn_popular_-_frente_amplio,Q5656221
ppc_-_app,Q1543477
solidaridad_nacional,Q285457
uniÓn_regional,Q16644737
