id,wikidata
NDP,Q2420320
MC,Q2871259
NF,Q2239194
AC,Q2130965
VHP,Q2188402
VA,Q2368685
PL,Q195501
BEP,Q2011736
DOE,Q1916205
V7,Q20648226
NPS,Q2564279
PALU,Q2411463
