id,wikidata
SWAPO,Q467711
DTA,Q1155803
UDF,Q488574
COD,Q1638462
RDP,Q2129469
NUDO,Q1126019
APP,Q1129391
MAG,Q1944858
RP,Q479117
SWANU,Q1560963
UPM,Q1682679
