id,wikidata
Åländsk_center,Q2113706
liberalerna,Q923843
moderat_samling,Q2113965
Ålands_socialdemokrater,Q270982
Ålands_framtid,Q2113751
moderaterna_på_Åland,Q2113965
obunden_samling_på_Åland,Q2113701
