id,wikidata
vp,Q31373
gjp,Q3366161
ump,Q31360
ppp,Q31314
nup,Q1096198
rmc,Q1987899
gc,Q1987660
nagriamel,Q7885221
ind,Q327591
ig,Q24661025
natatok,Q24661026
mpp,Q1150838
vrp,Q1096175
iauko_group,Q24661025
vndp,Q23023640
fmp,Q3366456
psp,Q25056823
